title,stars,comment
"







  
    Calma para tu piel reactiva.
  
  
",5.0 out of 5 stars,"









  
    
  Si tienes una piel reactiva y sensible y estás buscando calmarla de forma inmediata, este es tu producto.Por su tamaño, este formato de presentación me pareció muy bueno en comparación con otras marcas. Yo lo mantengo en la nevera y lo uso después de la ducha para calmar la rojez en el rostro, luego aplicó un tónico y luego hidratante.También está fenomenal para calmar la piel de los niños en el verano, en la playa, piscina o cuando hacen deporte.Completamente recomendable.Los tiempo de entrega adecuados.

  
  
"
"







  
    Muy bien
  
  
",5.0 out of 5 stars,"









  
    
  Buen precio y es enorme

  
  
"
"







  
    Buen producto
  
  
",5.0 out of 5 stars,"









  
    
  Me encanta usar el agua termal para que mis productos de skincare entren más a mi piel, este es un muy buen producto

  
  
"
"







  
  
    Fabulous!
  
",5.0 out of 5 stars,"









  
  
    
  Absolutely love this fine cooling mist on the face. I realize you can use tap water, but that runs the risk of spoiling! I would highly recommend this for anyone with dry, sensitive, redness, or flushed skin!

  
"
"







  
    begleitet mich seit Jahren
  
  
",5.0 out of 5 stars,"









  
    
  Tolles Produkt ,dem ich schon seit Jahren treu bin.sehr gutes Preis-Leistungsverhaeltnis in meinen Augen!

  
  
"
"







  
    Kaufempfehlung
  
  
",5.0 out of 5 stars,"









  
    
  Bin sehr zufrieden. Grosse Flasche für sehr guten Preis.

  
  
"
"







  
    Muy buena
  
  
",5.0 out of 5 stars,"









  
    
  Muy buena, no hace falta que lo afirme yo.

  
  
"
"







  
    Maravilloso
  
  
",5.0 out of 5 stars,"









  
    
  Estoy fascinada con este producto. Me lo pongo después de ducharme cuando mis poros se encuentran abiertos y os juro que la piel queda alucinante, súper suave, luminosa e hidratada.

  
  
"
"







  
    Funciona muito bem
  
  
",5.0 out of 5 stars,"









  
    
  Cuida muito bem de pele altamente sensibilizada por ressecamento. Sensação quase de milagre. Recomendo. Apenas cuidado com tampa , que é bem frágil, vc pode receber quebrada - foi meu caso, e tive que restaurar.

  
  
"
"







  
    Súper refrescante
  
  
",5.0 out of 5 stars,"









  
    
  Llevó solo unos días usándola y de verdad se siente súper fresca cuando la aplicas, que no quieres parar!No dudo que a largo plazo note cambios significativos en mi piel puesto que La Roche es una de las mejores marcas!

  
  
"
"







  
  
    Cooling
  
",5.0 out of 5 stars,"









  
  
    
  Easy and fragrant free.

  
"
"







  
    Llegó sin precinto
  
  
",4.0 out of 5 stars,"









  
    
  El producto está muy bien pero llegó sin el típico precinto de plástico con lo cual no está garantizado que no se haya usado antes.

  
  
"
"







  
    Olor raro después de unos usos.
  
  
",3.0 out of 5 stars,"









  
    
  Me gusta usarlo porque noto que me calma la piel. No obstante, al poco de su primer uso, empezó a tener un olor como ""oxidado"". No se puede aguantar. Lo uso igualmente intentando no respirar para ver efectos a largo plazo, pero no me gusta nada ese olor.

  
  
"
"







  
    Acqua termale
  
  
",2.0 out of 5 stars,"









  
    
  Ho sempre usato Avene non ricompro più questa di La Roche. Mi sembra di spruzzare acqua di rubinetto e poi non è arrivata sigillata la bottiglia e questo non mi è piaciuto.

  
  
"
"







  
    Piel fresca
  
  
",5.0 out of 5 stars,"









  
    
  Refresa mucho la piel cansada. Despues de usarlo la piel se esta volviendo rosada por un momento eso me gusta. Llevo dos semanas de uso, esperare mas tiempo para ver resultados

  
  
"
"







  
    Agua Termal
  
  
",5.0 out of 5 stars,"









  
    
  De uso diario por mi pareja como acompañante a distantes cremas, al ser de tamalan grande viene muy bien porque dura bastante 3-4 meses con un uso razonable

  
  
"
"







  
    Buenisima
  
  
",5.0 out of 5 stars,"









  
    
  Reduce poros y es super hidratante!!

  
  
"
"







  
    Good
  
  
",3.0 out of 5 stars,"









  
    
  Nice.El producto llegó en tiempo y en buen estado, la botella es grande xk yo quería la más grande pero no viene llena casi viene poco arriba de la mitad,k hubiese comprado la misma cantidad x menos precio con la pequeña.

  
  
"
"







  
    Es justo lo que buscaba
  
  
",5.0 out of 5 stars,"









  
    
  Me encanto, y realmente sirve para los usos que vienen en la indicaciones

  
  
"
"







  
  
    It adds on hydration
  
",4.0 out of 5 stars,"









  
  
    
  I use it to enhance my skin hydration. So far I think it’s working.

  
"
"







  
  
    Great Product
  
",5.0 out of 5 stars,"









  
  
    
  A great product for freshening up.  It’s a great product to put on after you shave

  
"
"







  
    Fantastico
  
  
",5.0 out of 5 stars,"









  
    
  Ottimo prodotto, lo uso tutte le mattine dopo avermi truccata per fissare tutto e ""togliere"" effetto polverosodalla pelle. Poi asciugo con phon.

  
  
"
"







  
    Imprescindible
  
  
",5.0 out of 5 stars,"









  
    
  La utilizo a diario como tónico facial, y aquí la encuentro a mejor precio que en tiendas.

  
  
"
"







  
  
    False advertising
  
",2.0 out of 5 stars,"









  
  
    
  This product is advertised as 10.5 ounces, which is the amount listed previously on the product can I have received. However the amount listed on the cans is 10.1 ounces, for the same price. If La Roches-Posey has changed its container size, it should be so noted.

  
"
"







  
    Non mi è piaciuta
  
  
",1.0 out of 5 stars,"









  
    
  Mi è caduta e si è rotto il tappo, ha iniziato a perdere acqua.. Ho dovuto buttarla quasi intera. Non così idratante come credevo

  
  
"
"







  
  
    Words cannot describe how much I love it!
  
",5.0 out of 5 stars,"









  
  
    
  ❤️🧡💛💚💙💜💗

  
"
"







  
  
    Refreshing
  
",5.0 out of 5 stars,"









  
  
    
  Love it. Refreshing and lasts for months

  
"
"







  
    Top
  
  
",5.0 out of 5 stars,"









  
    
  Mai più senza. Il prezzo ottimo rispetto alle farmacie. Prodotto che tutti dovrebbero conoscere alleato per pelli secche e sensibili

  
  
"
"







  
  
    A lifesaver for sensitive skin
  
",5.0 out of 5 stars,"









  
  
    
  The fine cool mist feels like heaven on reactive skin!

  
"
"







  
    Suavidad y frecura
  
  
",5.0 out of 5 stars,"









  
    
  Sensación de frescura

  
  
"
"







  
    Me encanta
  
  
",5.0 out of 5 stars,"









  
    
  Me gusta todo, el precio es lo mejor porque es un tamaño grande . Hidrata mucho la piel la uso para despues del maquillaje y el acabado es super bueno.Volvere a comprar

  
  
"
"







  
    Consiglio
  
  
",5.0 out of 5 stars,"









  
    
  consiglio assolutamente

  
  
"
"







  
    Pouco produto
  
  
",1.0 out of 5 stars,"









  
    
  O produto é bem interessante, porém veio pela metade praticamente. O pesa da embalagem é bem leve e quando se agita é perceptível que não há muito conteúdo dentro do frascoAssim que recebi e testei, o spray liberou produto no mesmo momento, diferente de todas as outras embalagens do tipo, até mesmo desodorante que leva-se um tempo até sair. Bem estranho

  
  
"
"







  
    Excelente hidratación.
  
  
",5.0 out of 5 stars,"









  
    
  Esta marca es sinónimo de calidad y el producto brinda excelente hidratación.

  
  
"
"







  
  
    Classic!
  
",5.0 out of 5 stars,"









  
  
    
  Love using before applying moisturizer! Excellent product!!!

  
"
"







  
  
    Waste of money
  
",2.0 out of 5 stars,"









  
  
    
  The spray itself is great but it only last 2 weeks the cam started leaking and no longer works

  
"
"







  
    Buen producto
  
  
",5.0 out of 5 stars,"









  
    
  Buen producto y a buen precio, me costó 10€ o algo menos. Lástima que ahora está más caro y para eso me compro en la farmacia el de avene

  
  
"
"







  
  
    Recommend it 👌
  
",5.0 out of 5 stars,"









  
  
    
  Good product

  
"
"







  
  
    Must have!
  
",5.0 out of 5 stars,"









  
  
    
  Works great for my sensitive skin

  
"
"







  
    Ottimo acquisto
  
  
",5.0 out of 5 stars,"









  
    
  Acqua termale tra le migliori. Il formato da 300 mL ad un prezzo così è ottimo.Spedizione veloce.

  
  
"
"







  
  
    Great!
  
",5.0 out of 5 stars,"









  
  
    
  I think i have to stick with this product for a while! Love it.

  
"
"







  
  
    This is amazing, my guilty pleasure.
  
",5.0 out of 5 stars,"









  
  
    
  I was given a sample bottle of LaRoche Posay Thermal Spring Water as a sample bottle. And like many, thought why would I buy a water sprtizer, when I can get water and a squirt bottle for far less.I tell you, I'm addicted. It is a very fine mist, and is refreshing. Has a nice light natural scent. This is a real pick-me-up at the beginning of a day, or at the end of a very long day. My wife who isn't a big fan of cosmetics or similar products loves it. Who would have thought?My bottle was shipped with no issues; nothing broken, no rust, no dents.Love the product and I'm hooked.

  
"
"







  
    Puedes usarlo para refrescar, hidratar, limpiar..
  
  
",4.0 out of 5 stars,"









  
    
  Lo uso como tónico y refrescante. A mi me gusta la sensación que deja.

  
  
"
"







  
  
    Nice quick spritz of facial spray. It does not have a scent which I appreciate.
  
",5.0 out of 5 stars,"









  
  
    
  I love these waters. Great for my dry skin. Problem can be the top clogging up if damaged in delivery. This can be a problem with anything from Amazon and it did happen with one of my cans.

  
"
"







  
  
    Good product but won't buy from here again
  
",2.0 out of 5 stars,"









  
  
    
  The product is good for sensitive skin and does a really good job. But the product I received seems to be used one and only has half of the liquid inside.

  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  always buy it

  
"
"







  
    Confío mucho en esta marca
  
  
",4.0 out of 5 stars,"









  
    
  Para refrescar la piel irritada

  
  
"
"







  
  
    Damaged can
  
",1.0 out of 5 stars,"









  
  
    
  Damaged can.Super dirtyAnd on top of that , I can’t return it

  
"
"







  
    Muy bueno
  
  
",5.0 out of 5 stars,"









  
    
  Perfecto

  
  
"
"







  
  
    Not moisture at all
  
",3.0 out of 5 stars,"









  
  
    
  Not recommended for dry sensitive skin... once you apply to your face that you have to gentle hit your face, otherwise it will moisture off you face...

  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  good

  
"
"







  
  
    Best facial mist
  
",5.0 out of 5 stars,"









  
  
    
  Been using lots of facial sprays. Found out that this one is the best one and makes my face feel so fresh and relaxing

  
"
"







  
  
    really like it
  
",5.0 out of 5 stars,"









  
  
    
  I really like it. it was great to use midday when my face felt dry. But FYI-bottle is really big so not best size for carrying around

  
"
"







  
  
    My sensitive skin reacted to this product.
  
",2.0 out of 5 stars,"









  
  
    
  This doesn’t spray in a fine mist, like other thermal water I’ve tried. I also don’t believe it is suitable for sensitive skin. Within a few minutes of applying, my skin was bright red and within an hour, I had two sizable bumps—one above my eyebrow and one under my mouth.

  
"
"







  
  
    Delay and Broken
  
",3.0 out of 5 stars,"









  
  
    
  came in delay and broken

  
"
"







  
    Pieles maduras
  
  
",5.0 out of 5 stars,"









  
    
  Excelente para hidratar pieles maduras

  
  
"
"







  
    Sehr erfreut
  
  
",5.0 out of 5 stars,"









  
    
  Bestellung für eine Bekannte

  
  
"
"







  
  
    What I got was an out-of-date product!
  
",1.0 out of 5 stars,"









  
  
    
  It already PASSED the expiration date!!

  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Shipping fast, good quality

  
"
"







  
    Ottimo
  
  
",5.0 out of 5 stars,"









  
    
  Ottimo prodotto per pelli normali e soprattutto sensibili.Idrata la pelle e rinfresca, ottimo spruzzato su tutto il viso d'estate.Con un uso giornaliero mi è durato molti mesi.Ottimo rapporto qualità prezzo, l'ho riacquistato.

  
  
"
"







  
  
    Ilikeit
  
",5.0 out of 5 stars,"









  
  
    
  Very hydrating and moisturizing, it is recommended to buy a few more bottles when discounted

  
"
"







  
  
    It’s water but it’s nice water
  
",5.0 out of 5 stars,"









  
  
    
  Fragrance free, contains minerals - zinc, copper, magnesium and selenium which are beneficial to skin integrity. It is soothing.

  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  good

  
"
"







  
    Excelente
  
  
",5.0 out of 5 stars,"









  
    
  Excelente como siempre los productos que vende Amazon, cumplimiento en general.

  
  
"
"







  
    Excelente
  
  
",5.0 out of 5 stars,"









  
    
  Cumple lo prometido, lo recomiendo ampliamente

  
  
"
"







  
  
    Great product
  
",5.0 out of 5 stars,"









  
  
    
  I’ve been using this product for 4 months .  This is a fantastic fine mist for my  skin. I can’t live without this . The moisturizing effect is very good . High recommended !

  
"
"







  
  
    Loved it
  
",5.0 out of 5 stars,"









  
  
    
  Loved it, a wonderful product!

  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  vrery good

  
"
"







  
    Agua termal
  
  
",5.0 out of 5 stars,"









  
    
  La hidratación es un paso fundamental en la rutina del cuidado de la piel y el agua termal te ayuda en este punto. Además lo uso para fijar mi maquillaje

  
  
"
"







  
    El envío muy rápido y el producto genial
  
  
",5.0 out of 5 stars,"









  
    
  Fantástica

  
  
"
"







  
    EXCELENTE!!
  
  
",5.0 out of 5 stars,"









  
    
  Sin problemas con el envío, llegó en buen estado a tiempo y el producto de muy buena calidad.

  
  
"
"







  
    Wow
  
  
",5.0 out of 5 stars,"









  
    
  Ottima acqua termale . E la prima volta che la compro e devo dire che sono rimasta stupita dalla quantità di prodotto, la bottiglia è enorme ! Idrata la pelle come si deve e lascia anche la freschezza necessaria allo stesso tempo , secondo me si può usare anche dopo il make up .

  
  
"
"







  
    Me encanta!!!
  
  
",5.0 out of 5 stars,"









  
    
  Me encanta ayuda a disminuir la apariencia de los poros

  
  
"
"







  
  
    Not for sensitive skin!!!
  
",1.0 out of 5 stars,"









  
  
    
  Again too much fragrance!

  
"
"







  
    👍
  
  
",5.0 out of 5 stars,"









  
    
  Es muy buena la verdad, de las mejores jaja ésta y la de uriage son las mejores personalmente opino.

  
  
"
"







  
    Súper
  
  
",5.0 out of 5 stars,"









  
    
  He usado este producto con anterioridad y aproveché una súper oferta

  
  
"
"







  
    Fresco e idratante
  
  
",5.0 out of 5 stars,"









  
    
  Ottimo prodotto. Brand sempre affidabile

  
  
"
"







  
    Reune las condiciones que publica
  
  
",5.0 out of 5 stars,"









  
    
  Refresca mucho

  
  
"
"







  
    Rápido y buen precio.
  
  
",5.0 out of 5 stars,"









  
    
  Llego rapidísimo y al mejor precio.

  
  
"
"







  
    Aqua termale
  
  
",5.0 out of 5 stars,"









  
    
  Va bene per estate per rinfrescare la pelle.

  
  
"
"







  
    Una vera ""coccola"" di freschezza sulla pelle. Lo adoro!
  
  
",5.0 out of 5 stars,"









  
    
  Ottimo!!!

  
  
"
"







  
    Coool
  
  
",5.0 out of 5 stars,"









  
    
  Esta super bien el producto, llego en super buen estado, me encanta el producto

  
  
"
"







  
    Ottima!!!
  
  
",5.0 out of 5 stars,"









  
    
  Ottima!!

  
  
"
"







  
  
    Super-hydrating Water Spray!!
  
",5.0 out of 5 stars,"









  
  
    
  I have very sensitive skin that tends to be dry but does not tolerate heavy moisturizers. I use this thermal spring water spray to hydrate my face before using a light moisturizer. It's fantastic! My face feels completely soothed and hydrated as soon as I spray it with the La Roche-Posay Thermal Spring Water for Sensitive Skin. I also use the spray on my hair and body. It feels great!! I love that there is no scent. This water spray is the best I've used and I've tried many. I am finding this brand superior in hydrating my sensitive dry skin. Excellent product and the bottle is big, which justify the price.

  
"
"







  
    La adoro!
  
  
",5.0 out of 5 stars,"









  
    
  Sono mesi ormai che uno questa acqua termale, è ottima! Idrata e rinfresca la pelle, io la uso davvero un sacco e la adoro.

  
  
"
"







  
  
    love it
  
",5.0 out of 5 stars,"









  
  
    
  love it

  
"
"







  
    Excelente
  
  
",5.0 out of 5 stars,"









  
    
  Es rociarme la cara con este agua y calmarme la piel un 100%

  
  
"
"







  
    ✌
  
  
",5.0 out of 5 stars,"









  
    
  Arrivato nei tempi previsti. Ora non resta che provarlo!!!!!👍😁✌ ..la linea la Roche Posay di per se é già una garanzia.. quindi sicuramente ne rimarrò entusiasta!

  
  
"
"







  
  
    so so
  
",3.0 out of 5 stars,"









  
  
    
  So so

  
"
"







  
    Super efficient!
  
  
",5.0 out of 5 stars,"









  
    
  Es mas grande de lo q imaginaba, refresca muy bien la cara y tambien me sirve para sellar el maquillaje.

  
  
"
"







  
  
    Love la Roche posay
  
",5.0 out of 5 stars,"









  
  
    
  Entire product line of la Roche posay is amazing! Thermal spring water hydrates as well as sets my makeup.

  
"
"







  
  
    Cooling
  
",5.0 out of 5 stars,"









  
  
    
  So cooling and refreshing!  After surgery a wonderful way to deal with feverish face.

  
"
"







  
    Buenas calidades
  
  
",5.0 out of 5 stars,"









  
    
  Producto de calidad. Amazon perfecto.

  
  
"
"







  
    Idratante e rinfrescante
  
  
",5.0 out of 5 stars,"









  
    
  Ho comprato questa Aqua termale per idratarmi il viso, funziona ed è molto rinfrescante!

  
  
"
"







  
  
    Ayuda a las irritaciones
  
",5.0 out of 5 stars,"









  
  
    
  Excelente producto

  
"
"







  
  
    perfect
  
",5.0 out of 5 stars,"









  
  
    
  is perfect fet to use all days

  
"
"







  
  
    perfect hydration dry or oily skin, great w hypersensitive skin
  
",5.0 out of 5 stars,"









  
  
    
  perfect I used this for over 10 yrs. totally recommend

  
"
"







  
    Da provare
  
  
",5.0 out of 5 stars,"









  
    
  Ottimo rapporto qualità prezzo e misura

  
  
"
"







  
    Ya es un básico
  
  
",5.0 out of 5 stars,"









  
    
  Ni hablar. Una vez que lo pruebas no puedes dejar usar agua termal. Me ayuda mucho a prevenir y aliviar la irritación cuando me rasuro.

  
  
"
"







  
    Increíble
  
  
",5.0 out of 5 stars,"









  
    
  Increíble producto

  
  
"
"







  
  
    Refreshing
  
",5.0 out of 5 stars,"









  
  
    
  For some reason, at the end, you can’t use all the content.. something goes wrong with the spray system.

  
"
"







  
    La mejor agua termal
  
  
",5.0 out of 5 stars,"









  
    
  Tengo dermatitis atópica y muchas veces es lo único que me calma el ardor y la irritacion de la piel.

  
  
"
"







  
    Perfecto
  
  
",5.0 out of 5 stars,"









  
    
  Muy bueno

  
  
"
"







  
    Buena compra
  
  
",5.0 out of 5 stars,"









  
    
  Ya conocía este buen producto

  
  
"
"







  
    Ottima
  
  
",5.0 out of 5 stars,"









  
    
  Appena spruzzata senti un velo di freschezza

  
  
"
"







  
    Arrivato nei tempi
  
  
",5.0 out of 5 stars,"









  
    
  Ottimo prodotto arrivato nei tempi

  
  
"
"







  
    Cosigliato
  
  
",5.0 out of 5 stars,"









  
    
  Fresco e idratante... lo uso sempre la mattina prima di truccarmi e la sera dopo essermi struccata!Forse per la praticità è diventata la cosa che non dimentico mai di fare... una routine quotidiana!

  
  
"
"







  
    consigliato
  
  
",3.0 out of 5 stars,"









  
    
  la uso da tempo, al mare, per fissare il trucco, per rinfrescare...idratazione immediata .. buon rapporto qualità prezzo

  
  
"
"







  
  
    Good as expected
  
",5.0 out of 5 stars,"









  
  
    
  Strong spray but does not hurt the skin. Good

  
"
"







  
    Idrata e lenisce
  
  
",5.0 out of 5 stars,"









  
    
  Utilizzo questo prodotto prima e dopo la barba, visto che la pelle diventa arrossata e screpolata e lo uso anche dopo la doccia. Idrata bene la pelle e non unge. Mi trovo davvero bene.

  
  
"
"







  
    Genial
  
  
",5.0 out of 5 stars,"









  
    
  Una maravilla lo recomiendo

  
  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Very very good

  
"
"







  
    Buenísimo! Volveré a comprar
  
  
",5.0 out of 5 stars,"









  
    
  Perfecto, la marca es garantía. Me ayudó mucho para cerrar poros y quitar granitos.  Y mejor precio aquí que en tiendas.

  
  
"
"







  
  
    Best for sensitive skin
  
",5.0 out of 5 stars,"









  
  
    
  This is absolutely the best facial spray I’ve ever had. No scent; adequate and gentle spray. Perfect for sensitive skin. Its soothing my irritated skin and breakouts.

  
"
"







  
  
    ！
  
",5.0 out of 5 stars,"









  
  
    
  I use it when my skin is sensitive. It's really good. I already use a lot of bottles and I'll buy them back

  
"
"







  
  
    Great!!!
  
",5.0 out of 5 stars,"









  
  
    
  Great product ...100% recommended.

  
"
"







  
    Mi piace
  
  
",5.0 out of 5 stars,"









  
    
  Conoscevo già prodotto ed è ideale d'estate!

  
  
"
"







  
    Perfecta
  
  
",5.0 out of 5 stars,"









  
    
  Me encanta, la aplico después de hacer ejercicio y deja mi cara muy suave. La recomiendo.

  
  
"
"







  
    Escelente
  
  
",5.0 out of 5 stars,"









  
    
  Es la mejor con diferencía

  
  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  Very comfortable with the skin。

  
"
"







  
    Acqua termale
  
  
",5.0 out of 5 stars,"









  
    
  Veramente buona la mettevo in frigo e durante l’esposizione al sole ne spruzzavo un po’ e mi sentivo rinfrescata e la mia perle nn si è mai screpolata in tutta l’estate ottima ricomprerò sicuramente🔝

  
  
"
"







  
    Muy buena compra
  
  
",5.0 out of 5 stars,"









  
    
  El pedido llegó rápido, muy contenta, muy buen producto.

  
  
"
"







  
    Ottimo prodotto
  
  
",5.0 out of 5 stars,"









  
    
  Ideale per idratarsi e rinfrescarsi nelle giornate di caldo intenso

  
  
"
"







  
    Excelente Calidad
  
  
",5.0 out of 5 stars,"









  
    
  Me encanto! Deja mi piel suave y con una sensación de limpieza única, sin duda repetiré la compra.

  
  
"
"







  
    Geht nicht mehr ohne!
  
  
",5.0 out of 5 stars,"









  
    
  Ich liebe dieses Spray!!

  
  
"
"







  
    Sempre con me
  
  
",5.0 out of 5 stars,"









  
    
  D’estate non riesco più ad usare le creme quindi ho provato quest’acquaVeramente eccezionaleUn mai più senza

  
  
"
"







  
    Perfecto
  
  
",3.0 out of 5 stars,"









  
    
  Muy bueno

  
  
"
"







  
    Buona freschezza e idratazione
  
  
",4.0 out of 5 stars,"









  
    
  Un po’ più custosa che i concorrenti, però boníssima

  
  
"
"







  
    Excelente calidad precio
  
  
",5.0 out of 5 stars,"









  
    
  Había usado otras aguas termales pero esta me encanto, refresca la piel al instante y ayuda a calmar el ardor y re sequedad, además de que el precio es muy accesible

  
  
"
"







  
    Te hace sentir fresca
  
  
",5.0 out of 5 stars,"









  
    
  Tiene otras aplicaciones pero yo lo uso para refrescar a mi peque y a mí misma en días de mucho calor. Da una sensación de frescor muy agradable. Es de 300ml es decir, grande, no es de bolsillo. Si buscas algo más operable hay otras medidas

  
  
"
"







  
    Lo que estava vuscando
  
  
",5.0 out of 5 stars,"









  
    
  Fresca ,hidratante ligeramente perfumada

  
  
"
"







  
    Rinfrescante e idratante
  
  
",5.0 out of 5 stars,"









  
    
  Idrata soprattutto con il caldo. Io lo uso anche dopo aver messo la maschera idratante. Lo riacquisteró.

  
  
"
"







  
  
    Excellent!
  
",5.0 out of 5 stars,"









  
  
    
  I would buy it again!

  
"
"







  
    nicht preiswert
  
  
",4.0 out of 5 stars,"









  
    
  Es ist teurer als bei Apotheke.Und die Flasche war kaputt.

  
  
"
"







  
  
    Like
  
",4.0 out of 5 stars,"









  
  
    
  Like

  
"
"







  
    Refrescante
  
  
",5.0 out of 5 stars,"









  
    
  Hace tanto calor que cada vez que la uso es tan refrescante y calma mi piel.

  
  
"
"







  
    Coccole termali
  
  
",5.0 out of 5 stars,"









  
    
  Di questo spray termale mi è piaciuto tutto. Ho adorato in particolare l'erogatore che spruzza davvero bene, senza gocciolare come invece faceva quello dell'Avene.

  
  
"
"







  
  
    Refreshing
  
",5.0 out of 5 stars,"









  
  
    
  Great product, been using it for years! Refreshing without having the dry skin feeling of the normal water.

  
"
"







  
    Si es original y potencializa tu piel.
  
  
",5.0 out of 5 stars,"









  
    
  Es buenísimo una bruma de frescura para el rostro y cuello. El envase es muy grande y espero dure mucho. Totalmente recomendable para piel mixta. Me gusta aplicarlo por la mañana y por la noche. No se siente pesado, su dispersador es perfecto para que no salga demasiado producto. Sí lo recomiendo ampliamente.

  
  
"
"







  
    Gutes Produkt schlechter versand
  
  
",5.0 out of 5 stars,"









  
    
  Schlecht verpackt und eine Dose ohne Deckel als ob schon benutzt

  
  
"
"







  
    Atomizador excelente
  
  
",5.0 out of 5 stars,"









  
    
  Normalmente mi esposa utiliza agua termal de otras marcas, que en general todas son iguales o muy parecidas, este producto le encantó menciona que tiene un atomizador que con menos esfuerzo cubre mejor y se desperdicia menos.

  
  
"
"







  
  
    good
  
",5.0 out of 5 stars,"









  
  
    
  good

  
"
"







  
    Muy buena!!
  
  
",5.0 out of 5 stars,"









  
    
  Producto original y mas barato que en la farmacia

  
  
"
"







  
    Bien
  
  
",5.0 out of 5 stars,"









  
    
  Me gusta más el agua termal de avene pero cumple con su cometido

  
  
"
"







  
  
    Love this product
  
",5.0 out of 5 stars,"









  
  
    
  I use it for moisture throughout the day or setting spray after makeup is applied

  
"
"







  
    Hidratacion en cualquier parte
  
  
",4.0 out of 5 stars,"









  
    
  Perfecta

  
  
"
"







  
    Sorprendente
  
  
",5.0 out of 5 stars,"









  
    
  Pensé que sería un producto que no haría ninguna diferencia, ahora no sé qué hacer sin el agua mineral. Te calma la piel, la nutre, la diferencia es evidente.

  
  
"
"







  
    Excelente compra
  
  
",5.0 out of 5 stars,"









  
    
  De muy buen tamaño y buen precio

  
  
"
"







  
    Tamaño precio
  
  
",4.0 out of 5 stars,"









  
    
  Me gusta use otro de avene pero este es igual y encima muy bien de precio y tamaño

  
  
"
"







  
  
    All about roche posau
  
",5.0 out of 5 stars,"









  
  
    
  Is excellent product!!!

  
"
"







  
    Idratazione fresca leggera
  
  
",5.0 out of 5 stars,"









  
    
  Va bene anche x pelli miste /grasse

  
  
"
"







  
  
    If you have sensitive skin and acne this is a must have
  
",5.0 out of 5 stars,"









  
  
    
  Cleanses my face and hydrates helps with acne and is just perfect for sensitive skin! Must have

  
"
"







  
    Calma picores y reacciones.
  
  
",5.0 out of 5 stars,"









  
    
  Si te escuece cualquier cosa por piel súper intolerante y/o reactiva, 100% recomendado, calma, hidrata y no escuece nada. Si te da picor el sol, también ayuda a calmar el picor.

  
  
"
"







  
    Muy buena
  
  
",5.0 out of 5 stars,"









  
    
  Me gustó mucho si la volvería a comprar

  
  
"
"







  
    Ottimo
  
  
",5.0 out of 5 stars,"









  
    
  Ottimo prodotto sono rimasto soddisfatto prezzo non male rispetto le farmacie ecc ...di sicuro ordinero ' altri quando ci sarà bisogno!.

  
  
"
"







  
    Buena.
  
  
",5.0 out of 5 stars,"









  
    
  Misma calidad que otras aguas termales como la de avene pero con mejor precio.

  
  
"
"







  
    Fantastico
  
  
",5.0 out of 5 stars,"









  
    
  Me encanta, refresca el curis

  
  
"
"







  
    Freschezza e idratazione
  
  
",5.0 out of 5 stars,"









  
    
  È un prodotto che lascia il viso molto fresco, ottimo per chi ha la pelle sensibile. Io mi sto trovando molto bene, pertanto ne consiglio l'acquisto

  
  
"
"







  
  
    Good
  
",5.0 out of 5 stars,"









  
  
    
  Product came as expected

  
"
"







  
    Deja la piel suave y fresca.
  
  
",3.0 out of 5 stars,"









  
    
  Muy refrescante.

  
  
"
"







  
    Perfecta!!
  
  
",5.0 out of 5 stars,"









  
    
  Perfecto para cuando la piel es muy seca y después de aplicar maquillaje

  
  
"
"







  
    Buena
  
  
",4.0 out of 5 stars,"









  
    
  Al principio hacía bruma, después empezó a escupir. Igualmente me encanta, y solo lo uso en casa ya que es grande.

  
  
"
"







  
    Di scarsa efficacia
  
  
",3.0 out of 5 stars,"









  
    
  Presa per mia figlia che soffre di dermatite..rinfresca ma per un brevissimo tempo e sinceramente non ho notato nessun beneficio particolare,soprattutto contro il prurito..

  
  
"
"







  
    Sehr gut bei rosacea
  
  
",5.0 out of 5 stars,"









  
    
  Ich hab eine sehr trockene Haut und leider auch rosacea. Kann daher nicht alles benutzen und die meisten Gesichtscremes sind zu schwer auf der haut. Das Thermalwasser mache ich oft nach dem abschminken drauf. Nach dem Puder auftragen. Und sonst auch zwischendurch. Werde es mir auf jeden Fall noch in klein bestellen für unterwegs.

  
  
"
"







  
    Prodotto piacevole
  
  
",4.0 out of 5 stars,"









  
    
  Idratante non estremo per quando non si ha voglia o tempo di stare li a spalmare creme...dona tanta freschezza ed un lieve sollievo alla secchezza. Superconveniente in questo formato, a questo prezzo.

  
  
"
"







  
    Excelente producto
  
  
",5.0 out of 5 stars,"









  
    
  La bruma que tiene es la mejor que he probado

  
  
"
"







  
    Ein gutes Produkt
  
  
",5.0 out of 5 stars,"









  
    
  mir passt es, ganz schön erfrischend

  
  
"
